,Progress,Duration (in seconds),Finished,Q1,Q2,Q3,Q4,Q5,Q6,Unnamed: 22,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
436,100,104,True,1,65 or older,Female,Not married,White,,,Professional degree,"$50,000-$100,000",Democrat,Unsure,3.0,Kamala Harris,3.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
437,100,86,True,1,30-39,Male,Not married,White,,,4 year degree,"Less than $30,000",Independent,Somewhat Right,3.0,Kamala Harris,1.0,2.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,3.0
438,100,111,True,1,25-29,Female,Married,White,Protestant / Other Christian Denomination,,Professional degree,"$200,000 or more",Independent,Somewhat Wrong,3.0,Kamala Harris,1.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
439,100,63,True,5,50-64,Male,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,4.0
440,100,90,True,1,30-39,Male,Not married,White,Protestant / Other Christian Denomination,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Wrong,2.0,Kamala Harris,0.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,1.0
441,100,95,True,8,40-49,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"$30,000-$49,999",Democrat,Somewhat Right,2.0,Kamala Harris,1.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
442,100,136,True,6,30-39,Male,Married,Hispanic or Latino/a,Catholic,,Less than High School,"$50,000-$100,000",Independent,Definitely Wrong,1.0,Donald Trump,3.0,0.0,2.0,2.0,Rhode Island Secretary of State's Website,"I prefer voting on election day,I do not trust mail-in voting,I wanted to wait to learn more about the candidates",0.0,3.0
443,100,67,True,1,65 or older,Female,Not married,Other,Hinduism,,Professional degree,"$50,000-$100,000",Democrat,Unsure,2.0,Kamala Harris,2.0,1.0,2.0,2.0,Social Media,I prefer voting on election day,4.0,4.0
444,100,95,True,1,65 or older,Female,Not married,,,,Professional degree,"$50,000-$100,000",Democrat,Definitely Wrong,3.0,Kamala Harris,3.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,"I prefer voting on election day,Today was the best option for my schedule",4.0,0.0
445,100,95,True,1,50-64,Male,Married,White,Catholic,,Some college,"$100,000-$199,999",Republican,Definitely Wrong,0.0,Donald Trump,2.0,1.0,1.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",I prefer voting on election day,0.0,0.0
446,100,204,True,8,30-39,Female,Not married,Hispanic or Latino/a,Other,Believe there is a got but not specific to a certain religion,Some college,"$50,000-$100,000",Independent,Definitely Wrong,2.0,Kamala Harris,0.0,1.0,3.0,3.0,211 Voter Hotline,I forgot to vote early or by mail,4.0,4.0
447,100,52,True,1,25-29,Female,Not married,White,Atheist,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Wrong,1.0,Kamala Harris,2.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,"I prefer voting on election day,Today was the best option for my schedule",4.0,3.0
448,100,129,True,1,25-29,Female,Not married,White,Atheist,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,3.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,3.0,4.0
449,100,93,True,8,25-29,Male,Not married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$50,000-$100,000",Democrat,Somewhat Right,1.0,Donald Trump,1.0,1.0,3.0,1.0,Social Media,I prefer voting on election day,4.0,0.0
450,100,75,True,6,30-39,Female,Not married,"White,Black or African American,Hispanic or Latino/a",Catholic,,High school graduate / GED,"$30,000-$49,999",Democrat,Definitely Right,0.0,Kamala Harris,1.0,2.0,2.0,2.0,Social Media,I prefer voting on election day,4.0,3.0
451,100,69,True,8,30-39,Female,Not married,Black or African American,Protestant / Other Christian Denomination,,Some college,"Less than $30,000",Democrat,Somewhat Wrong,1.0,Kamala Harris,3.0,1.0,2.0,3.0,,,4.0,3.0
452,100,78,True,1,25-29,Female,Not married,White,,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Right,2.0,Kamala Harris,1.0,2.0,3.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0.0
453,100,67,True,1,40-49,Female,Married,White,Protestant / Other Christian Denomination,,Doctorate,"$200,000 or more",Independent,Somewhat Wrong,0.0,Kamala Harris,2.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,1.0
454,100,76,True,6,25-29,Male,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"$50,000-$100,000",Republican,Definitely Wrong,1.0,Donald Trump,3.0,1.0,2.0,1.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family,Religious/Community Organizations",I prefer voting on election day,0.0,1.0
455,100,81,True,1,65 or older,Male,Married,White,Atheist,,Professional degree,"$200,000 or more",Independent,Somewhat Right,3.0,Kamala Harris,1.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,Today was the best option for my schedule,4.0,4.0
456,100,96,True,8,30-39,Male,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,3.0,Donald Trump,0.0,3.0,3.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I forgot to vote early or by mail,4.0,3.0
457,100,99,True,1,30-39,Female,Married,White,,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,4.0,4.0
458,100,118,True,8,25-29,Female,Not married,Hispanic or Latino/a,,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,2.0,Social Media,I prefer voting on election day,4.0,4.0
459,100,74,True,6,30-39,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Republican,Definitely Wrong,0.0,Donald Trump,3.0,0.0,0.0,2.0,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,3.0,4.0
460,100,62,True,1,25-29,Female,Not married,White,Catholic,,Doctorate,"$30,000-$49,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,2.0,3.0,1.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",I prefer voting on election day,4.0,1.0
461,100,77,True,1,25-29,Female,Not married,White,Atheist,,4 year degree,"$50,000-$100,000",Democrat,Unsure,3.0,Kamala Harris,2.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
462,100,57,True,1,50-64,Male,Not married,White,Catholic,,2 year degree,"$30,000-$49,999",Independent,Somewhat Right,4.0,Kamala Harris,1.0,2.0,3.0,3.0,"Social Media,Friends/Family","I prefer voting on election day,I do not trust mail-in voting",3.0,3.0
463,100,67,True,1,30-39,Female,Not married,White,Protestant / Other Christian Denomination,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
464,100,60,True,1,18-24,Female,Not married,White,Atheist,,4 year degree,"$50,000-$100,000",Democrat,Definitely Wrong,2.0,Kamala Harris,3.0,2.0,2.0,3.0,Friends/Family,I prefer voting on election day,4.0,3.0
465,100,72,True,1,18-24,Non-binary / Other,Not married,White,Atheist,,Some college,"$30,000-$49,999",Democrat,Definitely Wrong,1.0,Kamala Harris,1.0,1.0,1.0,1.0,Friends/Family,I forgot to vote early or by mail,4.0,4.0
466,100,64,True,1,50-64,Female,Not married,White,Catholic,,4 year degree,"$100,000-$199,999",Democrat,Definitely Right,4.0,Kamala Harris,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
467,100,422786,True,6,65 or older,Female,Not married,Other,Other,,Some college,"Less than $30,000",Independent,Definitely Right,4.0,Kamala Harris,3.0,3.0,2.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
468,100,115,True,6,65 or older,Male,Not married,Hispanic or Latino/a,Catholic,,Less than High School,"Less than $30,000",Democrat,Definitely Right,4.0,Kamala Harris,2.0,2.0,3.0,3.0,,I prefer voting on election day,0.0,0.0
469,100,132,True,6,40-49,Female,Not married,Hispanic or Latino/a,Other,Adventista,High school graduate / GED,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Kamala Harris,1.0,2.0,1.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
470,100,90,True,6,50-64,Male,,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$50,000-$100,000",Democrat,Definitely Wrong,0.0,Kamala Harris,3.0,2.0,1.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,0.0,0.0
471,100,174,True,6,25-29,Male,Not married,Black or African American,Catholic,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,2.0,3.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,4.0,1.0
472,100,121,True,6,30-39,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"Less than $30,000",Independent,Somewhat Wrong,1.0,Donald Trump,0.0,2.0,3.0,1.0,Religious/Community Organizations,I prefer voting on election day,4.0,4.0
473,100,97,True,6,30-39,Female,Married,White,Judaism,,Professional degree,"$100,000-$199,999",Democrat,Definitely Wrong,4.0,Kamala Harris,3.0,2.0,3.0,1.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
474,100,1494,True,6,30-39,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"$50,000-$100,000",Republican,Definitely Wrong,3.0,Donald Trump,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
475,100,81,True,6,50-64,Female,Married,White,Protestant / Other Christian Denomination,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,2.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",I prefer voting on election day,4.0,3.0
476,100,175,True,6,30-39,Male,Not married,White,,,4 year degree,"$50,000-$100,000",Republican,Definitely Wrong,0.0,Donald Trump,2.0,1.0,1.0,2.0,"Social Media,Friends/Family","I prefer voting on election day,I do not trust mail-in voting",0.0,4.0
477,100,79,True,6,40-49,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Donald Trump,1.0,2.0,1.0,2.0,211 Voter Hotline,I prefer voting on election day,3.0,4.0
478,100,70,True,6,40-49,Male,Married,Black or African American,Protestant / Other Christian Denomination,,2 year degree,"$50,000-$100,000",Democrat,Somewhat Right,4.0,Kamala Harris,1.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,0.0
479,100,69,True,6,30-39,Female,Not married,Hispanic or Latino/a,,,,"Less than $30,000",Democrat,Somewhat Right,3.0,Kamala Harris,1.0,2.0,3.0,3.0,,I prefer voting on election day,4.0,4.0
480,100,72,True,6,40-49,Female,Not married,Black or African American,Protestant / Other Christian Denomination,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family","I prefer voting on election day,Today was the best option for my schedule",4.0,0.0
481,100,115,True,6,50-64,Female,Married,Black or African American,Catholic,,Some college,"$30,000-$49,999",Democrat,Somewhat Right,3.0,,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,1.0
482,100,115,True,6,18-24,Female,Not married,White,Atheist,,2 year degree,"Less than $30,000",Democrat,Definitely Wrong,3.0,Kamala Harris,3.0,2.0,2.0,2.0,"Rhode Island Secretary of State's Website,Social Media",Today was the best option for my schedule,4.0,3.0
483,100,54,True,8,50-64,Female,Not married,Hispanic or Latino/a,Catholic,,,"Less than $30,000",Democrat,Somewhat Wrong,0.0,,3.0,3.0,3.0,2.0,The Voter Information Handbook sent to my house,,4.0,4.0
484,100,64,True,8,50-64,Male,Married,White,Protestant / Other Christian Denomination,,4 year degree,,Independent,Definitely Wrong,0.0,Donald Trump,1.0,1.0,3.0,3.0,Social Media,"I prefer voting on election day,I do not trust mail-in voting",4.0,0.0
485,100,77,True,8,50-64,Male,Married,Asian,Catholic,,4 year degree,"Less than $30,000",,,3.0,Kamala Harris,3.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0.0
486,100,8,True,8,50-64,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"Less than $30,000",Republican,Unsure,2.0,Donald Trump,3.0,3.0,2.0,3.0,Social Media,I do not trust mail-in voting,4.0,4.0
487,100,215,True,8,50-64,Male,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Kamala Harris,1.0,2.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
488,100,163,True,8,30-39,Female,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$50,000-$100,000",Independent,Somewhat Wrong,1.0,,1.0,2.0,2.0,2.0,Friends/Family,I prefer voting on election day,3.0,3.0
489,100,126,True,8,50-64,Female,Not married,Hispanic or Latino/a,Catholic,,Professional degree,"$30,000-$49,999",Republican,Definitely Right,3.0,Donald Trump,2.0,0.0,2.0,2.0,211 Voter Hotline,I prefer voting on election day,4.0,4.0
490,100,64,True,8,18-24,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"Less than $30,000",Democrat,Definitely Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,"Social Media,Friends/Family","I prefer voting on election day,Today was the best option for my schedule",3.0,3.0
491,100,75,True,8,50-64,Male,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Less than High School,"Less than $30,000",Democrat,Unsure,2.0,Kamala Harris,2.0,2.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
492,100,67,True,8,40-49,Male,Married,White,Catholic,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,1.0,3.0,3.0,3.0,"Social Media,Friends/Family",I prefer voting on election day,0.0,0.0
493,100,56,True,8,40-49,Male,Not married,Black or African American,Islam,,High school graduate / GED,"Less than $30,000",Democrat,Definitely Right,4.0,Kamala Harris,2.0,3.0,3.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
494,100,129,True,3,65 or older,Female,Not married,White,Catholic,,High school graduate / GED,"Less than $30,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,3.0,2.0,2.0,,I did not feel like I had all the information necessary to vote early or by mail,4.0,4.0
495,100,85,True,3,40-49,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"Less than $30,000",Democrat,Somewhat Right,4.0,Kamala Harris,2.0,3.0,3.0,2.0,211 Voter Hotline,I prefer voting on election day,4.0,4.0
496,100,96,True,3,25-29,Female,Not married,,,,4 year degree,"$100,000-$199,999",Democrat,Definitely Wrong,1.0,Kamala Harris,1.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
497,100,144,True,3,30-39,Male,Not married,White,,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Wrong,2.0,Kamala Harris,1.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
498,100,74,True,3,50-64,Male,Not married,White,Protestant / Other Christian Denomination,,Some college,"Less than $30,000",Independent,Somewhat Wrong,2.0,Donald Trump,3.0,0.0,3.0,3.0,Rhode Island Secretary of State's Website,I did not feel like I had all the information necessary to vote early or by mail,4.0,0.0
499,100,87,True,3,50-64,Female,Married,"Black or African American,Native Hawaiian or Pacific Islander",Protestant / Other Christian Denomination,,Doctorate,"$200,000 or more",Independent,Unsure,3.0,Kamala Harris,0.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,4.0,4.0
500,100,90,True,3,25-29,Male,Married,White,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,1.0,Kamala Harris,0.0,2.0,3.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media","I prefer voting on election day,I forgot to vote early or by mail",4.0,4.0
501,100,69,True,3,30-39,Male,Not married,White,Judaism,,Doctorate,"$200,000 or more",Republican,Somewhat Wrong,0.0,Donald Trump,1.0,0.0,2.0,2.0,Social Media,I prefer voting on election day,1.0,3.0
502,100,68,True,3,30-39,Female,Married,White,Catholic,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,1.0,2.0,3.0,2.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,4.0,4.0
503,100,70,True,3,50-64,Female,Not married,Black or African American,,,High school graduate / GED,"Less than $30,000",Democrat,Unsure,2.0,Kamala Harris,1.0,1.0,2.0,2.0,Friends/Family,I prefer voting on election day,3.0,3.0
504,100,71,True,3,25-29,Female,Not married,Hispanic or Latino/a,Buddhism,,Some college,"$30,000-$49,999",Independent,Unsure,3.0,Kamala Harris,2.0,2.0,2.0,2.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family,Religious/Community Organizations","I prefer voting on election day,Today was the best option for my schedule",4.0,4.0
505,100,96,True,5,50-64,Male,Married,Black or African American,Protestant / Other Christian Denomination,,Some college,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,2.0,Friends/Family,I prefer voting on election day,4.0,4.0
506,100,87,True,3,65 or older,Female,Not married,White,Catholic,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,4.0,Kamala Harris,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,1.0,4.0
507,100,58,True,3,30-39,Female,Not married,White,Atheist,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,Today was the best option for my schedule,4.0,4.0
508,100,61,True,5,50-64,Female,Married,Black or African American,Catholic,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,2.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,3.0
509,100,61,True,3,30-39,Male,Not married,White,,,Professional degree,"$100,000-$199,999",Democrat,Unsure,2.0,Kamala Harris,1.0,2.0,3.0,2.0,The Voter Information Handbook sent to my house,"I forgot to vote early or by mail,I wanted to wait to learn more about the candidates",4.0,4.0
510,100,94,True,3,50-64,Female,Not married,White,Catholic,,2 year degree,"Less than $30,000",Democrat,Definitely Wrong,4.0,Donald Trump,3.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I do not trust mail-in voting,0.0,3.0
511,100,67,True,3,25-29,Female,Not married,Hispanic or Latino/a,,,2 year degree,"Less than $30,000",Republican,Definitely Wrong,0.0,Donald Trump,0.0,0.0,0.0,0.0,211 Voter Hotline,I prefer voting on election day,1.0,4.0
512,100,81,True,5,50-64,Female,Not married,White,Catholic,,Professional degree,"$50,000-$100,000",Independent,Definitely Wrong,0.0,Other,0.0,1.0,1.0,1.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family,Religious/Community Organizations",I prefer voting on election day,1.0,4.0
513,100,78,True,3,50-64,Female,Not married,"White,Native Hawaiian or Pacific Islander",,,Professional degree,"$50,000-$100,000",Independent,Unsure,0.0,Kamala Harris,3.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I forgot to vote early or by mail,4.0,3.0
514,100,85,True,5,40-49,Male,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,4 year degree,"$100,000-$199,999",Independent,Definitely Wrong,0.0,Donald Trump,1.0,1.0,2.0,3.0,"Rhode Island Secretary of State's Website,Friends/Family","I prefer voting on election day,I wanted to wait to learn more about the candidates",0.0,4.0
515,100,102,True,5,40-49,Female,Not married,"Asian,Other",Hinduism,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,2.0,3.0,2.0,"Rhode Island Secretary of State's Website,211 Voter Hotline",I prefer voting on election day,4.0,3.0
516,100,107,True,5,40-49,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Professional degree,"$30,000-$49,999",Republican,Definitely Right,3.0,Donald Trump,1.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
517,100,103,True,5,30-39,Male,Not married,Hispanic or Latino/a,Catholic,,Some college,"$30,000-$49,999",Democrat,Somewhat Right,1.0,Kamala Harris,0.0,0.0,3.0,2.0,Social Media,I prefer voting on election day,3.0,1.0
518,100,103,True,5,50-64,Male,Married,White,Catholic,,Some college,"$100,000-$199,999",Republican,Somewhat Wrong,3.0,Donald Trump,2.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
519,100,76,True,5,65 or older,Male,Not married,Other,Catholic,,High school graduate / GED,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,3.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,4.0
520,100,77,True,5,50-64,Female,Married,White,Islam,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Wrong,1.0,Kamala Harris,1.0,1.0,3.0,3.0,Social Media,I do not trust mail-in voting,1.0,1.0
521,100,85,True,5,65 or older,Female,Married,White,Catholic,,2 year degree,"$50,000-$100,000",Independent,Somewhat Wrong,0.0,Kamala Harris,1.0,0.0,2.0,3.0,Social Media,I prefer voting on election day,0.0,4.0
522,100,94,True,5,30-39,Male,Not married,White,Atheist,,2 year degree,"$100,000-$199,999",Democrat,,1.0,Kamala Harris,3.0,2.0,3.0,3.0,Social Media,Today was the best option for my schedule,4.0,4.0
523,100,100,True,5,30-39,Female,Married,White,,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,1.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,3.0
524,100,73,True,5,50-64,Prefer not to say,Married,White,Catholic,,Professional degree,"$200,000 or more",Independent,Definitely Wrong,0.0,Other,1.0,0.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Friends/Family",I prefer voting on election day,1.0,3.0
525,100,65,True,5,40-49,Female,Not married,Other,Atheist,,2 year degree,"$100,000-$199,999",Independent,Unsure,2.0,Kamala Harris,3.0,1.0,2.0,2.0,The Voter Information Handbook sent to my house,Today was the best option for my schedule,4.0,1.0
526,100,68,True,5,40-49,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,2 year degree,"$50,000-$100,000",Republican,Unsure,2.0,Donald Trump,3.0,2.0,2.0,2.0,Social Media,I prefer voting on election day,4.0,4.0
527,100,71,True,5,65 or older,Female,Married,White,Catholic,,Professional degree,"$100,000-$199,999",Democrat,Unsure,3.0,Kamala Harris,3.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house","I prefer voting on election day,I wanted to wait to learn more about the candidates,Today was the best option for my schedule",4.0,4.0
528,100,108,True,5,40-49,Male,Not married,Black or African American,Protestant / Other Christian Denomination,,4 year degree,"$100,000-$199,999",,,3.0,Kamala Harris,3.0,3.0,1.0,1.0,Friends/Family,I prefer voting on election day,0.0,4.0
529,100,105,True,5,40-49,Male,Married,,,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,1.0,2.0,1.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
530,100,155,True,5,30-39,Male,Not married,"White,Asian",,,4 year degree,"$50,000-$100,000",Independent,Somewhat Right,3.0,Kamala Harris,0.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I forgot to vote early or by mail,4.0,4.0
531,100,66,True,5,25-29,Male,Not married,White,Protestant / Other Christian Denomination,,2 year degree,"$100,000-$199,999",Republican,Definitely Wrong,0.0,Donald Trump,1.0,0.0,2.0,2.0,Social Media,I prefer voting on election day,0.0,3.0
532,100,63,True,5,30-39,Non-binary / Other,Not married,White,Judaism,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,1.0,3.0,1.0,"Rhode Island Secretary of State's Website,Friends/Family",I wanted to wait to learn more about the candidates,4.0,4.0
533,100,73,True,5,30-39,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"Less than $30,000",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,3.0
534,100,79,True,5,30-39,Male,Not married,White,Atheist,,Some college,"$30,000-$49,999",Democrat,Somewhat Right,4.0,Kamala Harris,3.0,3.0,3.0,3.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
535,100,88,True,5,18-24,Female,Not married,Hispanic or Latino/a,,,Some college,"$30,000-$49,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,2.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,4.0,3.0
536,100,85,True,5,65 or older,Male,Married,White,Protestant / Other Christian Denomination,,High school graduate / GED,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
537,100,81,True,5,65 or older,Female,Married,White,Protestant / Other Christian Denomination,,4 year degree,"$30,000-$49,999",Independent,Definitely Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,1.0
538,100,66,True,5,65 or older,Female,Not married,White,Other,,2 year degree,"$30,000-$49,999",Independent,Definitely Wrong,0.0,Donald Trump,3.0,0.0,2.0,2.0,Social Media,I prefer voting on election day,0.0,0.0
539,100,83,True,5,30-39,Female,Not married,"White,Black or African American",Other,Apolistic Pentecostal,Some college,"$50,000-$100,000",Independent,Somewhat Wrong,3.0,Donald Trump,0.0,1.0,2.0,2.0,"Social Media,Religious/Community Organizations","I prefer voting on election day,I do not trust mail-in voting",3.0,4.0
540,100,108,True,5,50-64,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"$30,000-$49,999",Democrat,Definitely Right,4.0,Kamala Harris,3.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
541,100,61,True,5,40-49,Male,Married,White,Atheist,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,2.0,3.0,3.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
542,100,94,True,5,30-39,Female,Not married,Black or African American,Protestant / Other Christian Denomination,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,Friends/Family",I prefer voting on election day,4.0,4.0
